CUST_ID,ANNUAL_INCOME,RESIDENTIAL_STATE,AGE,SURVEY_DATE,Payment,Payment_from_food,Payment_from_hotel,Payment_from_spa,profit,profit_from_food,profit_from_hotel,days_hotel21,days_hotel31,days_hotel11,days_or_number_FD2,days_or_number_ROOM1,days_or_number_ROOM3,days_or_number_FD3,days_or_number_ROOM2,days_or_number_FD4,days_or_number_SPA1,days_or_number_SPA3,days_or_number_ROOM4,days_or_number_LOUNG,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,count_bookings,book_to_pay,book_to_check,corporate_percent,interstate,Indicator Test
C_7324,137000,NSW,56,20/08/2018,10810,1210,6400,3200,5585,2385,3200,22,0,18,11,40,0,18,0,5,0,8,0,0,6,6,6,6,5,5,6,4,23.66666667,14,0,0.833333333,#N/A
C_3290,49000,TAS,22,9/11/2018,10735,235,10500,0,6865,115,6750,0,0,15,1,0,0,3,0,3,0,0,15,0,2,2,2,2,3,2,2,1,29,14,0,1,1
C_6889,180000,NSW,55,7/05/2019,10520,720,9800,0,6655,355,6300,0,14,0,7,0,0,6,0,11,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,1
C_1279,128000,SA,46,2/01/2019,10490,250,8460,1780,5580,1160,4420,0,20,21,0,22,0,0,19,10,3,4,0,0,6,5,6,6,6,6,6,3,27.66666667,14,0.166666667,1,#N/A
C_6160,125000,SA,58,4/07/2019,10365,765,8000,1600,6100,1300,4800,16,0,0,6,0,16,7,0,12,0,4,0,0,2,2,2,3,3,2,2,1,30,14,0,1,#N/A
C_9877,49000,NSW,19,23/02/2019,10320,0,8940,1380,5520,780,4740,13,12,14,0,12,0,0,27,0,3,3,0,0,5,5,6,6,5,6,6,3,27,14,0,0.8,#N/A
C_4802,170000,SA,40,16/07/2018,10245,905,8540,800,5330,910,4420,8,36,0,13,29,0,4,15,16,0,2,0,0,7,6,7,6,6,6,6,4,26.33333333,14,0,1,#N/A
C_7103,51000,VIC,25,21/12/2018,10225,285,8340,1600,5900,1040,4860,0,21,0,6,0,12,3,9,0,0,4,0,0,3,3,3,3,3,3,3,2,25,14,0.166666667,1,#N/A
C_3958,44000,NSW,24,15/03/2019,10205,405,9800,0,6480,180,6300,0,0,14,0,0,0,9,0,0,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,0.5,1
C_6877,35000,WA,24,7/09/2018,10180,1540,8240,400,5300,980,4320,0,0,39,4,19,0,22,20,18,0,1,0,0,6,6,5,5,6,5,6,2,33.5,14,0,1,#N/A
C_6863,157000,TAS,48,20/10/2018,10150,150,10000,0,6060,60,6000,0,0,20,6,0,20,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,34,14,0,1,#N/A
C_1956,112000,QLD,37,17/01/2019,10125,125,10000,0,6050,50,6000,0,0,20,5,0,20,0,0,0,0,0,0,0,3,3,2,3,3,3,3,1,34,14,0,0.5,#N/A
C_3178,52000,NSW,26,9/09/2018,10085,785,9300,0,5180,320,4860,10,35,0,26,24,0,3,21,0,0,0,0,0,7,6,6,6,6,7,7,3,29.85714286,14,0.285714286,1,#N/A
C_2120,114000,SA,28,22/07/2018,10025,1785,8240,0,5210,890,4320,20,19,0,4,19,0,23,20,26,0,0,0,0,6,6,6,6,5,4,6,2,33.57142857,14,0,1,#N/A
C_1570,99000,TAS,33,17/08/2018,9985,425,9500,60,5970,270,5700,0,19,0,3,0,19,0,0,14,1,0,0,0,3,3,2,2,3,3,3,1,33,14,0,1,#N/A
C_3657,83000,SA,29,4/10/2018,9985,1145,8040,800,5165,965,4200,0,21,18,21,21,0,11,18,5,0,2,0,0,5,6,6,6,6,5,5,2,33.5,14,0,1,#N/A
C_3229,153000,QLD,51,25/12/2018,9980,780,8400,800,5740,840,4900,0,14,0,12,0,0,4,0,12,0,2,14,0,2,2,2,2,2,2,2,1,28,14,0,0,0
C_8642,179000,VIC,43,21/09/2018,9960,760,8400,800,5720,820,4900,0,14,0,8,0,0,8,0,8,0,2,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_6080,79000,SA,42,28/09/2018,9905,525,8980,400,5280,500,4780,0,0,38,9,9,0,0,29,12,0,1,0,0,5,5,4,5,6,7,6,3,27.125,14,0,1,#N/A
C_7565,225000,TAS,59,10/10/2018,9845,545,7700,1600,6155,1205,4950,0,11,0,0,0,0,6,0,11,0,4,11,0,1,1,2,2,2,2,1,1,25,14,0,1,1
C_8999,100000,ACT,51,13/01/2019,9835,635,8400,800,5650,750,4900,0,14,0,0,0,0,13,0,2,0,2,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_2945,110000,NT,32,15/01/2019,9830,1030,8400,400,5590,690,4900,0,14,0,12,0,0,14,0,4,0,1,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_1308,93000,SA,41,19/03/2019,9775,535,9000,240,5750,350,5400,0,9,9,7,0,18,8,0,0,4,0,0,0,2,4,4,2,2,2,2,2,23,14,0,1,#N/A
C_5913,167000,SA,50,8/07/2018,9770,950,8820,0,4940,400,4540,0,29,18,20,34,0,10,13,0,0,0,0,0,7,6,7,7,7,6,7,3,29.375,14,0.125,1,#N/A
C_2989,117000,ACT,32,14/07/2018,9700,400,9000,300,5985,335,5650,0,16,0,11,0,0,0,5,5,5,0,11,0,2,3,2,2,2,3,2,2,23,14,0,1,1
C_4685,110000,NSW,55,7/08/2018,9695,195,9500,0,5780,80,5700,0,0,19,6,0,19,1,0,0,0,0,0,0,2,3,3,3,3,3,2,1,33,14,0,0.666666667,#N/A
C_8389,104000,NT,29,28/08/2018,9695,475,6820,2400,5740,1630,4110,0,0,19,7,12,0,0,0,12,0,6,7,0,3,3,2,2,3,3,3,2,23.85714286,14,0,1,1
C_7469,90000,ACT,23,1/09/2018,9675,275,9000,400,5740,340,5400,0,0,18,11,0,18,0,0,0,0,1,0,0,3,3,2,2,2,3,3,1,32,14,0,1,#N/A
C_2024,56000,NT,36,3/04/2019,9640,540,9100,0,6090,240,5850,0,0,13,0,0,0,12,0,0,0,0,13,0,2,1,2,2,2,2,2,1,27,14,0.5,1,1
C_3424,42000,ACT,30,18/12/2018,9625,525,7900,1200,5790,940,4850,0,10,9,6,10,0,5,0,6,0,3,9,0,3,4,3,2,2,2,3,2,23.66666667,14,0,1,1
C_2248,152000,TAS,43,16/07/2018,9540,200,9340,0,5420,120,5300,19,12,0,0,16,12,0,3,8,0,0,0,0,4,4,4,5,5,5,4,3,24.75,14,0.25,1,#N/A
C_6377,34000,VIC,18,16/10/2018,9505,1345,7920,240,4900,740,4160,17,20,0,1,17,0,26,20,6,4,0,0,0,6,7,4,5,5,5,5,3,26,14,0,0.75,#N/A
C_8501,52000,WA,35,18/04/2019,9500,0,9500,0,5700,0,5700,19,0,0,0,0,19,0,0,0,0,0,0,0,3,2,2,3,3,3,3,1,33,14,0,1,#N/A
C_6513,125000,ACT,34,5/07/2019,9475,875,7800,800,5435,885,4550,0,13,0,13,0,0,5,0,13,0,2,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_8666,110000,SA,28,11/02/2019,9445,665,8780,0,5500,280,5220,0,3,16,14,0,16,7,3,0,0,0,0,0,4,3,2,2,2,3,3,2,26.75,14,0,1,#N/A
C_4430,107000,SA,31,22/07/2018,9430,890,6760,1780,4960,1400,3560,8,5,18,5,13,0,17,18,0,3,4,0,0,4,6,5,5,4,3,4,3,25,14,0,1,#N/A
C_6054,228000,SA,54,29/07/2018,9425,845,8400,180,5890,490,5400,12,0,0,6,0,0,11,0,8,3,0,12,0,2,2,2,2,1,1,2,1,26,14,0.2,1,1
C_9942,135000,VIC,33,10/07/2018,9415,1655,7760,0,4860,780,4080,0,4,36,16,36,4,19,0,16,0,0,0,0,5,5,5,6,6,7,6,3,29.5,14,0,1,#N/A
C_3549,67000,VIC,38,8/03/2019,9360,800,8380,180,5180,440,4740,0,11,18,12,18,11,10,0,2,3,0,0,0,5,4,4,3,4,4,5,2,28.5,14,0,1,#N/A
C_3887,153000,WA,45,27/06/2019,9300,300,9000,0,5580,180,5400,18,0,0,0,0,18,0,0,12,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,1,#N/A
C_8394,89000,ACT,33,8/01/2019,9285,985,8300,0,4825,485,4340,0,40,0,3,21,0,13,19,13,0,0,0,0,6,6,6,6,6,5,5,2,34.2,14,0.2,1,#N/A
C_9694,71000,NT,39,19/08/2018,9280,400,8880,0,5840,200,5640,0,3,12,8,3,0,0,0,8,0,0,12,0,3,3,3,2,1,1,2,2,23.75,14,0,1,1
C_9022,132000,NT,34,12/04/2019,9260,860,8400,0,5275,375,4900,0,14,0,10,0,0,13,0,1,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_8598,190000,VIC,48,10/09/2018,9230,850,6780,1600,5165,1295,3870,18,0,3,6,0,0,15,18,1,0,4,3,0,3,3,3,3,3,3,3,2,29.5,14,0,0.833333333,1
C_1222,143000,NSW,52,12/04/2019,9225,825,8400,0,5285,385,4900,0,14,0,8,0,0,10,0,7,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_4261,224000,VIC,51,21/09/2018,9190,990,7800,400,5230,680,4550,0,13,0,12,0,0,12,0,6,0,1,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_5253,130000,WA,46,24/12/2018,9140,740,8400,0,5260,360,4900,0,14,0,0,0,0,12,0,8,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_8133,94000,NT,47,19/01/2019,9140,940,7800,400,5230,680,4550,0,13,0,6,0,0,12,0,10,0,1,13,0,2,2,2,2,1,2,2,1,27,14,0,1,0
C_1776,151000,NT,52,1/05/2019,9125,625,8500,0,5430,330,5100,0,17,0,9,0,17,0,0,16,0,0,0,0,2,2,3,3,3,2,2,1,31,14,0,1,#N/A
C_2456,224000,SA,56,29/10/2018,9100,0,9100,0,5850,0,5850,13,0,0,0,0,0,0,0,0,0,0,13,0,2,2,2,2,2,2,1,1,27,14,0,1,1
C_6415,122000,WA,38,21/09/2018,9015,615,8400,0,5170,270,4900,0,14,0,10,0,0,7,0,2,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_1643,146000,NSW,31,8/01/2019,8990,1630,7360,0,4380,700,3680,46,0,0,22,46,0,24,0,0,0,0,0,0,0,23,23,0,0,0,0,23,9,7,1,1,#N/A
C_3600,133000,SA,36,28/09/2018,8990,590,8400,0,5170,270,4900,0,14,0,0,0,0,12,0,2,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_5434,177000,SA,54,4/11/2018,8970,170,8000,800,5355,555,4800,16,0,0,0,0,16,1,0,5,0,2,0,0,3,2,2,2,2,2,3,1,30,14,0,1,#N/A
C_4326,199000,NSW,44,12/01/2019,8950,550,8400,0,5170,270,4900,0,14,0,12,0,0,0,0,10,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_5051,184000,WA,42,21/09/2018,8940,340,7800,800,5160,610,4550,0,13,0,1,0,0,7,0,0,0,2,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_9603,135000,QLD,41,21/09/2018,8925,725,7800,400,5130,580,4550,0,13,0,10,0,0,5,0,10,0,1,13,0,2,2,2,1,2,2,2,1,27,14,0,0,0
C_8551,66000,QLD,40,15/07/2018,8905,405,8500,0,5280,180,5100,17,0,0,0,0,17,9,0,0,0,0,0,0,3,3,2,2,2,2,3,1,31,14,0.5,0.5,#N/A
C_9508,236000,SA,49,25/12/2018,8865,465,8400,0,5130,230,4900,0,14,0,7,0,0,2,0,8,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_4755,149000,ACT,42,28/09/2018,8860,460,8400,0,5090,190,4900,0,14,0,13,0,0,3,0,0,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_7189,62000,NSW,26,31/08/2018,8835,1555,7280,0,4685,765,3920,28,0,0,14,0,0,14,28,23,0,0,0,0,4,4,4,4,4,4,4,2,30.33333333,14,0,1,#N/A
C_3725,82000,QLD,20,13/12/2018,8820,200,8440,180,4725,205,4520,13,17,4,1,4,0,0,30,7,3,0,0,0,4,5,5,6,4,5,5,3,24.28571429,14,0,0.285714286,#N/A
C_6171,216000,VIC,53,9/07/2018,8820,600,7520,700,4450,690,3760,0,0,47,10,47,0,0,0,14,5,1,0,0,7,7,6,6,7,7,7,3,29,14,0,1,#N/A
C_8971,84000,NSW,40,15/09/2018,8790,350,8440,0,4565,145,4420,2,24,20,13,44,0,0,0,1,0,0,2,0,8,7,6,6,6,7,6,4,28.42857143,14,0.142857143,0.857142857,1
C_6858,65000,SA,37,12/04/2019,8760,560,7800,400,5020,470,4550,0,13,0,8,0,0,8,0,0,0,1,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_9311,64000,TAS,27,13/03/2019,8750,250,8500,0,5250,150,5100,0,0,17,0,0,17,0,0,10,0,0,0,0,2,2,3,3,3,2,2,1,31,14,0,1,#N/A
C_8274,88000,TAS,42,20/01/2019,8725,325,8400,0,5050,150,4900,0,14,0,9,0,0,0,0,4,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_3880,154000,WA,54,10/02/2019,8715,495,6620,1600,5035,1175,3860,11,0,7,0,7,11,6,0,9,0,4,0,0,3,3,2,2,2,3,3,2,24.2,14,0,1,#N/A
C_6127,43000,QLD,18,12/03/2019,8700,0,7500,1200,5190,690,4500,0,0,15,0,0,15,0,0,0,0,3,0,0,2,3,2,2,2,2,2,1,29,14,0,0.5,#N/A
C_3158,109000,ACT,42,5/07/2019,8685,485,7800,400,5000,450,4550,0,13,0,10,0,0,3,0,4,0,1,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_7009,91000,WA,32,21/09/2018,8675,675,7200,800,4975,775,4200,0,12,0,4,0,0,10,0,5,0,2,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_2930,61000,WA,26,30/01/2019,8645,25,8620,0,4990,10,4980,12,0,11,1,0,11,0,12,0,0,0,0,0,3,3,4,4,4,3,2,2,25.33333333,14,0,1,#N/A
C_7323,126000,NSW,26,8/01/2019,8635,1595,7040,0,4200,680,3520,44,0,0,26,44,0,21,0,0,0,0,0,0,0,22,22,0,0,0,0,22,9,7,1,1,#N/A
C_4349,0,SA,18,18/11/2018,8585,585,8000,0,5095,295,4800,0,16,0,0,0,16,8,0,9,0,0,0,0,3,2,2,2,2,2,3,1,30,14,0,1,#N/A
C_1290,135000,NSW,30,8/01/2019,8580,1540,7040,0,4180,660,3520,44,0,0,22,44,0,22,0,0,0,0,0,0,0,22,22,0,0,0,0,22,9,7,1,1,#N/A
C_1351,252000,TAS,59,22/09/2018,8570,950,7620,0,4505,445,4060,0,7,25,4,7,0,15,25,7,0,0,0,0,5,4,3,5,5,5,5,3,25.25,14,0.125,1,#N/A
C_1185,56000,NSW,28,4/11/2018,8555,315,7040,1200,4545,865,3680,16,18,0,0,18,0,2,16,9,0,3,0,0,6,5,5,4,4,4,6,2,30.8,14,0,1,#N/A
C_7397,75000,ACT,19,18/12/2018,8535,675,7460,400,4940,560,4380,13,0,6,8,6,13,5,0,10,0,1,0,0,2,3,3,2,3,3,3,2,23.5,14,0,1,#N/A
C_2147,87000,NSW,30,8/01/2019,8520,1160,7360,0,4180,500,3680,46,0,0,14,46,0,18,0,0,0,0,0,0,0,23,23,0,0,0,0,23,9,7,1,1,#N/A
C_9373,154000,WA,33,21/09/2018,8505,705,7800,0,4905,355,4550,0,13,0,1,0,0,9,0,11,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_6214,189000,ACT,53,12/04/2019,8445,445,7200,800,4890,690,4200,0,12,0,6,0,0,1,0,10,0,2,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_5284,190000,WA,44,5/07/2019,8425,25,8400,0,4915,15,4900,0,14,0,0,0,0,0,0,1,0,0,14,0,2,2,2,2,2,2,2,1,28,14,0,1,0
C_3912,90000,NSW,23,8/01/2019,8400,1360,7040,0,4100,580,3520,44,0,0,22,44,0,18,0,0,0,0,0,0,0,22,22,0,0,0,0,22,9,7,1,1,#N/A
C_3494,142000,WA,31,7/01/2019,8355,555,7800,0,4790,240,4550,0,13,0,6,0,0,9,0,0,0,0,13,0,2,2,2,2,2,2,1,1,27,14,0,1,0
C_4437,225000,ACT,50,10/01/2019,8350,350,7200,800,4820,620,4200,0,12,0,10,0,0,0,0,4,0,2,12,0,2,1,1,2,2,2,2,1,26,14,0,1,0
C_2781,112000,QLD,39,6/08/2018,8305,825,6680,800,4405,925,3480,0,14,19,6,19,0,0,14,27,0,2,0,0,4,4,5,5,5,5,5,2,30.5,14,0,0.166666667,#N/A
C_3930,169000,TAS,58,6/01/2019,8305,1025,6080,1200,4285,1245,3040,19,0,19,12,38,0,0,0,29,0,3,0,0,6,6,6,6,5,4,5,2,33,14,0,1,#N/A
C_8428,123000,NT,36,13/01/2019,8285,485,7800,0,4815,265,4550,0,13,0,1,0,0,3,0,13,0,0,13,0,2,2,2,2,2,1,2,1,27,14,0,1,0
C_9490,153000,ACT,43,23/11/2018,8285,625,7660,0,4375,355,4020,17,19,0,4,17,0,0,19,21,0,0,0,0,4,5,5,5,6,6,5,2,32.2,14,0,1,#N/A
C_2845,78000,WA,49,21/09/2018,8235,435,7800,0,4745,195,4550,0,13,0,9,0,0,3,0,3,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_8184,60000,VIC,34,15/01/2019,8190,390,7800,0,4760,210,4550,0,13,0,2,0,0,2,0,10,0,0,13,0,1,2,2,2,2,2,2,1,27,14,0,1,0
C_2715,123000,TAS,40,13/02/2019,8180,860,5720,1600,4380,1300,3080,1,0,21,2,0,0,18,22,0,0,4,0,0,3,3,4,3,3,3,3,2,28.33333333,14,0,1,#N/A
C_3621,76000,ACT,22,10/10/2018,8180,120,8060,0,4405,65,4340,24,11,0,0,20,4,1,11,3,0,0,0,0,4,5,6,6,5,5,4,3,25.4,14,0,1,#N/A
C_9506,83000,SA,34,8/09/2018,8140,1780,6360,0,4060,820,3240,6,30,0,30,30,0,14,6,16,0,0,0,0,5,5,4,5,5,6,6,3,25.18181818,14,0,1,#N/A
C_6119,86000,NT,21,1/02/2019,8125,725,7400,0,4270,390,3880,0,0,35,9,17,0,0,18,20,0,0,0,0,5,4,4,4,6,6,6,2,31.4,14,0,1,#N/A
C_3003,163000,SA,45,6/07/2018,8105,185,7800,120,4690,140,4550,0,13,0,2,0,0,3,0,0,2,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_3650,180000,TAS,58,20/12/2018,8105,745,6960,400,4260,580,3680,11,0,20,18,11,0,1,20,10,0,1,0,0,5,5,3,4,5,5,4,3,24.44444444,14,0,1,#N/A
C_9493,134000,WA,56,30/05/2019,8105,405,7700,0,5130,180,4950,0,11,0,0,0,0,9,0,0,0,0,11,0,1,1,1,2,2,2,2,1,25,14,0,1,1
C_3103,75000,TAS,48,7/01/2019,8100,500,7200,400,4670,470,4200,0,12,0,5,0,0,5,0,6,0,1,12,0,2,2,2,2,2,1,1,1,26,14,0,1,0
C_5462,115000,QLD,30,9/04/2019,8085,805,7280,0,4295,375,3920,0,28,0,16,0,0,4,28,9,0,0,0,0,3,4,5,4,4,4,4,2,29.66666667,14,0.166666667,0,#N/A
C_9088,116000,VIC,38,21/09/2018,8080,480,7200,400,4655,455,4200,0,12,0,7,0,0,4,0,5,0,1,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_3133,117000,TAS,55,12/04/2019,8030,430,7200,400,4645,445,4200,0,12,0,3,0,0,4,0,7,0,1,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_8058,104000,NT,40,3/01/2019,8010,410,7200,400,4655,455,4200,0,12,0,0,0,0,3,0,11,0,1,12,0,2,1,1,2,2,2,2,1,26,14,0,1,0
C_2089,81000,TAS,30,6/01/2019,8000,200,7800,0,4645,95,4550,0,13,0,5,0,0,0,0,3,0,0,13,0,2,2,2,2,2,1,2,1,27,14,0,1,0
C_2447,109000,TAS,26,20/10/2018,7975,1195,6780,0,4070,530,3540,0,33,0,1,18,0,26,15,0,0,0,0,0,5,6,4,4,4,5,5,2,30.2,14,0,1,#N/A
C_5119,136000,WA,33,21/09/2018,7975,175,7800,0,4620,70,4550,0,13,0,7,0,0,0,0,0,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_5936,190000,SA,59,25/10/2018,7960,600,6960,400,4420,540,3880,0,14,16,10,26,0,0,0,14,0,1,4,0,4,4,3,5,5,5,4,3,25.33333333,14,0,1,1
C_3203,56000,ACT,34,12/04/2019,7950,750,7200,0,4570,370,4200,0,12,0,9,0,0,5,0,12,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_1316,200000,NSW,43,12/04/2019,7935,135,7800,0,4610,60,4550,0,13,0,0,0,0,3,0,0,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_4793,201000,ACT,52,28/09/2018,7935,135,7800,0,4610,60,4550,0,13,0,0,0,0,3,0,0,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_7959,114000,NT,41,31/12/2018,7900,300,7200,400,4560,360,4200,0,12,0,3,0,0,5,0,0,0,1,12,0,2,2,2,2,2,1,1,1,26,14,0,1,0
C_1418,87000,TAS,45,1/01/2019,7870,610,7200,60,4530,330,4200,0,12,0,9,0,0,3,0,10,1,0,12,0,1,2,2,2,2,2,1,1,26,14,0,1,0
C_6713,138000,TAS,59,29/08/2018,7850,150,7700,0,5010,60,4950,11,0,0,6,0,0,0,0,0,0,0,11,0,1,1,2,2,2,2,1,1,25,14,0,1,1
C_9214,238000,QLD,58,28/12/2018,7850,1330,6120,400,4110,870,3240,12,15,0,12,9,0,14,18,16,0,1,0,0,4,4,3,4,5,4,3,3,23.75,14,0,0.25,#N/A
C_8613,225000,ACT,45,6/07/2018,7840,640,7200,0,4475,275,4200,0,12,0,12,0,0,7,0,1,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_8695,131000,SA,43,28/09/2018,7835,635,7200,0,4475,275,4200,0,12,0,10,0,0,8,0,1,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_4998,212000,QLD,50,11/02/2019,7825,1025,5600,1200,3985,1185,2800,0,0,35,10,35,0,10,0,13,0,3,0,0,6,6,6,4,4,4,5,2,31.57142857,14,0,0.285714286,#N/A
C_1459,160000,QLD,36,2/01/2019,7815,615,7200,0,4515,315,4200,0,12,0,1,0,0,7,0,11,0,0,12,0,1,1,2,2,2,2,2,1,26,14,0,0,0
C_5300,63000,SA,29,16/12/2018,7810,550,7260,0,4605,265,4340,1,0,14,13,0,14,0,1,9,0,0,0,0,2,2,2,2,3,2,2,2,22.8,14,0,1,#N/A
C_3353,104000,NT,52,28/09/2018,7800,0,7800,0,4550,0,4550,0,13,0,0,0,0,0,0,0,0,0,13,0,2,2,2,1,2,2,2,1,27,14,0,1,0
C_2037,182000,ACT,57,5/07/2018,7790,90,7700,0,4990,40,4950,0,0,11,0,0,0,2,0,0,0,0,11,0,1,1,1,2,2,2,2,1,25,14,0,1,1
C_2395,83000,ACT,31,28/09/2018,7785,585,7200,0,4460,260,4200,0,12,0,7,0,0,8,0,2,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_8033,123000,SA,51,10/01/2019,7780,1620,6160,0,4250,770,3480,21,0,4,18,21,0,16,0,18,0,0,4,0,3,3,3,4,4,4,4,2,27.71428571,14,0,1,1
C_1602,75000,SA,48,10/03/2019,7775,175,7600,0,4840,90,4750,9,0,5,3,0,0,0,5,4,0,0,9,0,3,2,2,1,1,2,3,2,22,14,0,1,1
C_5806,0,QLD,18,18/11/2018,7725,225,7500,0,4590,90,4500,0,15,0,9,0,15,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,29,14,0,0,#N/A
C_3251,130000,QLD,30,2/01/2019,7670,470,7200,0,4445,245,4200,0,12,0,6,0,0,1,0,11,0,0,12,0,1,1,2,2,2,2,2,1,26,14,0,0,0
C_6078,226000,NT,54,28/09/2018,7670,470,7200,0,4430,230,4200,0,12,0,2,0,0,6,0,6,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_8172,200000,NSW,48,12/04/2019,7670,270,6600,800,4445,595,3850,0,11,0,4,0,0,1,0,5,0,2,11,0,2,1,1,1,2,2,2,1,25,14,0,1,0
C_4022,89000,NSW,32,16/01/2019,7650,250,6600,800,4415,565,3850,0,11,0,9,0,0,0,0,1,0,2,11,0,1,1,2,2,2,2,1,1,25,14,0,1,0
C_6268,99000,NSW,44,20/10/2018,7650,850,5600,1200,3860,1060,2800,0,13,22,7,35,0,15,0,0,0,3,0,0,5,5,5,5,4,6,5,3,26,14,0,0.75,#N/A
C_7788,71000,SA,29,31/01/2019,7630,350,7280,0,4025,185,3840,20,13,0,5,13,0,0,20,9,0,0,0,0,5,5,4,5,5,5,4,2,29.8,14,0,1,#N/A
C_5824,73000,VIC,31,15/01/2019,7600,200,6600,800,4420,570,3850,0,11,0,2,0,0,0,0,6,0,2,11,0,1,2,2,2,2,1,1,1,25,14,0,1,0
C_9811,34000,VIC,21,26/02/2019,7600,100,7500,0,4560,60,4500,0,15,0,0,0,15,0,0,4,0,0,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_7668,176000,TAS,52,1/01/2019,7570,1050,6400,120,3790,590,3200,0,0,40,6,40,0,10,0,18,2,0,0,0,5,6,5,6,6,6,6,2,34,14,0.166666667,1,#N/A
C_1890,87000,WA,50,12/10/2018,7555,495,5460,1600,4080,1140,2940,21,0,0,0,0,0,11,21,0,0,4,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_5396,96000,TAS,58,30/01/2019,7535,535,7000,0,4450,250,4200,0,0,14,10,0,14,3,0,6,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8764,64000,QLD,46,29/06/2018,7505,845,6600,60,4270,420,3850,0,11,0,8,0,0,11,0,6,1,0,11,0,2,1,1,1,2,2,2,1,25,14,0,0,0
C_1526,60000,ACT,30,19/10/2018,7470,270,5600,1600,4640,1040,3600,8,0,0,0,0,0,6,0,0,0,4,8,0,1,1,1,1,2,1,1,1,22,14,0,1,1
C_4596,3000,NSW,19,16/11/2018,7455,955,6500,0,4345,445,3900,0,13,0,13,0,13,9,0,9,0,0,0,0,2,2,2,1,2,2,2,1,27,14,0,1,#N/A
C_6853,179000,TAS,55,16/01/2019,7450,450,6600,400,4300,450,3850,0,11,0,3,0,0,5,0,6,0,1,11,0,1,1,2,2,2,2,1,1,25,14,0,1,0
C_7948,197000,VIC,47,12/01/2019,7420,320,5500,1600,4350,1050,3300,0,0,11,11,0,11,1,0,0,0,4,0,0,2,2,1,1,1,2,2,1,25,14,0,1,#N/A
C_2839,109000,TAS,30,24/08/2018,7405,765,6460,180,3890,430,3460,4,19,3,0,3,0,17,23,0,3,0,0,0,3,5,4,4,4,3,3,3,26.8,14,0.2,1,#N/A
C_9436,71000,QLD,52,21/09/2018,7390,390,6600,400,4265,415,3850,0,11,0,0,0,0,7,0,3,0,1,11,0,2,1,1,1,2,2,2,1,25,14,0,0,0
C_2455,141000,TAS,31,28/09/2018,7385,185,7200,0,4290,90,4200,0,12,0,0,0,0,3,0,2,0,0,12,0,2,2,1,1,2,2,2,1,26,14,0,1,0
C_4674,66000,VIC,43,15/01/2019,7375,1395,5980,0,3865,645,3220,23,0,0,16,0,0,16,23,11,0,0,0,0,3,4,4,4,3,3,2,2,30.6,14,0,0.6,#N/A
