CUST_ID,HOTEL_ID,BOOKING_ID,SERVICE_ID,TXN_DATE,BOOK_DATE,CHECK_IN_DATE,CHECK_OUT_DATE,CHECK_IN_DAY,CHECK_OUT_DAY,QUANTITY,PAYMENT,CORPORATE_FLAG,DESCRIPTION,COST_TO_HOTEL,AGE,SURVEY_DATE,ANNUAL_INCOME,RESIDENTIAL_STATE,STATE,CITY,NO_OF_ROOMS,STANDARD_ROOM,DELUXE_ROOM,FAMILY_ROOM,CLUB_SUITE,COST_TOTAL,PROFIT,PROFIT_MARGIN,LEAD_TIME,DUMMY
C_3129,11,B1212,FD2,25/07/2018,16/07/2018,#N/A,#N/A,#N/A,#N/A,2,50,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,30,20,0.40,#N/A,1
C_3129,11,B1211,FD2,18/07/2018,9/07/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1225,FD2,31/10/2018,22/10/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1222,FD2,10/10/2018,1/10/2018,#N/A,#N/A,#N/A,#N/A,2,50,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,30,20,0.40,#N/A,1
C_3129,11,B1218,FD4,12/09/2018,3/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1213,FD2,1/08/2018,23/07/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1215,LOUNGE1,15/08/2018,6/08/2018,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1223,FD2,17/10/2018,8/10/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1221,SPA3,3/10/2018,24/09/2018,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1211,SPA3,18/07/2018,9/07/2018,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1229,FD4,28/11/2018,19/11/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1242,LOUNGE1,3/04/2019,25/03/2019,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1217,FD4,5/09/2018,27/08/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1229,SPA1,28/11/2018,19/11/2018,#N/A,#N/A,#N/A,#N/A,1,60,Y,Deluxe Spa Service,30,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,30,30,0.50,#N/A,1
C_3129,11,B1238,FD4,20/02/2019,11/02/2019,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1218,FD3,12/09/2018,3/09/2018,#N/A,#N/A,#N/A,#N/A,2,90,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,50,40,0.44,#N/A,1
C_3129,11,B1244,SPA3,17/04/2019,8/04/2019,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1231,FD2,26/12/2018,17/12/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1226,LOUNGE1,7/11/2018,29/10/2018,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1224,FD3,24/10/2018,15/10/2018,#N/A,#N/A,#N/A,#N/A,2,90,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,50,40,0.44,#N/A,1
C_3129,11,B1226,FD3,7/11/2018,29/10/2018,#N/A,#N/A,#N/A,#N/A,1,45,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,25,20,0.44,#N/A,1
C_3129,11,B1254,LOUNGE1,17/07/2019,8/07/2019,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1214,FD2,8/08/2018,30/07/2018,#N/A,#N/A,#N/A,#N/A,2,50,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,30,20,0.40,#N/A,1
C_3129,11,B1217,FD3,5/09/2018,27/08/2018,#N/A,#N/A,#N/A,#N/A,2,90,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,50,40,0.44,#N/A,1
C_3129,11,B1235,FD4,23/01/2019,14/01/2019,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1216,FD4,29/08/2018,20/08/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1212,FD3,25/07/2018,16/07/2018,#N/A,#N/A,#N/A,#N/A,2,90,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,50,40,0.44,#N/A,1
C_3129,11,B1213,FD3,1/08/2018,23/07/2018,#N/A,#N/A,#N/A,#N/A,1,45,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,25,20,0.44,#N/A,1
C_3129,11,B1220,FD2,26/09/2018,17/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1246,SPA3,15/05/2019,6/05/2019,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1221,FD2,3/10/2018,24/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1222,FD4,10/10/2018,1/10/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1222,SPA3,10/10/2018,1/10/2018,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1223,SPA3,17/10/2018,8/10/2018,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1213,FD4,1/08/2018,23/07/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1222,FD3,10/10/2018,1/10/2018,#N/A,#N/A,#N/A,#N/A,1,45,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,25,20,0.44,#N/A,1
C_3129,11,B1236,FD4,30/01/2019,21/01/2019,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1247,LOUNGE1,22/05/2019,13/05/2019,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1217,SPA3,5/09/2018,27/08/2018,#N/A,#N/A,#N/A,#N/A,1,400,Y,All Day Spa Service,170,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,170,230,0.58,#N/A,1
C_3129,11,B1253,LOUNGE1,10/07/2019,1/07/2019,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1212,FD4,25/07/2018,16/07/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1215,FD2,15/08/2018,6/08/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_3129,11,B1233,FD4,9/01/2019,31/12/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_3129,11,B1227,FD3,14/11/2018,5/11/2018,#N/A,#N/A,#N/A,#N/A,2,90,Y,Dinner,25,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,50,40,0.44,#N/A,1
C_3129,11,B1213,LOUNGE1,1/08/2018,23/07/2018,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3129,11,B1231,LOUNGE1,26/12/2018,17/12/2018,#N/A,#N/A,#N/A,#N/A,1,150,Y,Hotel lounge access for duration of stay,100,55,16/07/2018,150000,VIC,NSW,Sydney City,84,64,10,5,5,100,50,0.33,#N/A,1
C_3133,31,B1573,ROOM4,24/04/2019,29/03/2019,12/04/2019,24/04/2019,6,4,12,7200,N,Family room per night,250,55,12/04/2019,117000,TAS,QLD,Gold Coast,110,30,30,40,10,3000,4200,0.58,14,1
C_3133,31,B1573,FD3,24/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,4,180,N,Dinner,25,55,12/04/2019,117000,TAS,QLD,Gold Coast,110,30,30,40,10,100,80,0.44,#N/A,1
C_3133,31,B1573,FD4,24/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,7,175,N,Bar and beverage package,10,55,12/04/2019,117000,TAS,QLD,Gold Coast,110,30,30,40,10,70,105,0.60,#N/A,1
C_3133,31,B1573,FD2,24/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,55,12/04/2019,117000,TAS,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_3133,31,B1573,SPA3,24/04/2019,29/03/2019,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,55,12/04/2019,117000,TAS,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_3134,11,B1724,ROOM3,10/05/2019,15/04/2019,29/04/2019,10/05/2019,2,6,11,5500,N,Club suite per night,200,50,29/04/2019,174000,SA,NSW,Sydney City,84,64,10,5,5,2200,3300,0.60,14,1
C_3134,31,B1724,FD3,10/05/2019,15/04/2019,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,50,29/04/2019,174000,SA,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_3134,31,B1724,FD4,10/05/2019,15/04/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Bar and beverage package,10,50,29/04/2019,174000,SA,QLD,Gold Coast,110,30,30,40,10,60,90,0.60,#N/A,1
C_3138,31,B1922,ROOM2,4/10/2018,10/09/2018,24/09/2018,4/10/2018,2,5,10,2600,N,Deluxe room per night,120,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,1200,1400,0.54,14,1
C_3138,11,B1923,ROOM1,23/03/2019,8/03/2019,22/03/2019,23/03/2019,6,7,1,160,Y,Standard room per night,80,35,24/09/2018,72000,VIC,NSW,Sydney City,84,64,10,5,5,80,80,0.50,14,1
C_3138,31,B1924,ROOM1,26/04/2019,3/04/2019,17/04/2019,26/04/2019,4,6,9,1440,N,Standard room per night,80,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,720,720,0.50,14,1
C_3138,21,B1925,ROOM1,30/05/2019,14/05/2019,28/05/2019,30/05/2019,3,5,2,320,N,Standard room per night,80,35,24/09/2018,72000,VIC,VIC,Melbourne City,65,40,15,5,5,160,160,0.50,14,1
C_3138,31,B1922,FD4,4/10/2018,10/09/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Bar and beverage package,10,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,90,135,0.60,#N/A,1
C_3138,31,B1924,FD4,26/04/2019,3/04/2019,#N/A,#N/A,#N/A,#N/A,8,200,N,Bar and beverage package,10,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,80,120,0.60,#N/A,1
C_3138,31,B1922,FD3,4/10/2018,10/09/2018,#N/A,#N/A,#N/A,#N/A,4,180,N,Dinner,25,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,100,80,0.44,#N/A,1
C_3138,31,B1925,FD3,30/05/2019,14/05/2019,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_3138,31,B1923,SPA3,23/03/2019,8/03/2019,#N/A,#N/A,#N/A,#N/A,4,1600,N,All Day Spa Service,170,35,24/09/2018,72000,VIC,QLD,Gold Coast,110,30,30,40,10,680,920,0.58,#N/A,1
C_3139,31,B2683,ROOM2,28/02/2019,31/01/2019,14/02/2019,28/02/2019,5,5,14,3640,N,Deluxe room per night,120,51,14/02/2019,100000,VIC,QLD,Gold Coast,110,30,30,40,10,1680,1960,0.54,14,1
C_3139,31,B2683,FD3,28/02/2019,31/01/2019,#N/A,#N/A,#N/A,#N/A,12,540,N,Dinner,25,51,14/02/2019,100000,VIC,QLD,Gold Coast,110,30,30,40,10,300,240,0.44,#N/A,1
C_3139,31,B2683,FD2,28/02/2019,31/01/2019,#N/A,#N/A,#N/A,#N/A,14,350,N,Breakfast,15,51,14/02/2019,100000,VIC,QLD,Gold Coast,110,30,30,40,10,210,140,0.40,#N/A,1
C_3141,31,B2110,ROOM1,19/09/2018,20/08/2018,3/09/2018,19/09/2018,2,4,16,2560,N,Standard room per night,80,23,3/09/2018,61000,WA,QLD,Gold Coast,110,30,30,40,10,1280,1280,0.50,14,1
C_3141,11,B2111,ROOM4,2/11/2018,4/10/2018,18/10/2018,2/11/2018,5,6,15,10500,N,Family room per night,250,23,3/09/2018,61000,WA,NSW,Sydney City,84,64,10,5,5,3750,6750,0.64,14,1
C_3141,31,B2111,FD2,2/11/2018,4/10/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,23,3/09/2018,61000,WA,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_3141,31,B2110,FD3,19/09/2018,20/08/2018,#N/A,#N/A,#N/A,#N/A,11,495,N,Dinner,25,23,3/09/2018,61000,WA,QLD,Gold Coast,110,30,30,40,10,275,220,0.44,#N/A,1
C_3141,31,B2111,FD4,2/11/2018,4/10/2018,#N/A,#N/A,#N/A,#N/A,12,300,N,Bar and beverage package,10,23,3/09/2018,61000,WA,QLD,Gold Coast,110,30,30,40,10,120,180,0.60,#N/A,1
C_3141,31,B2110,FD4,19/09/2018,20/08/2018,#N/A,#N/A,#N/A,#N/A,7,175,N,Bar and beverage package,10,23,3/09/2018,61000,WA,QLD,Gold Coast,110,30,30,40,10,70,105,0.60,#N/A,1
C_3152,11,B2617,ROOM1,31/12/2018,5/12/2018,19/12/2018,31/12/2018,4,2,12,1920,N,Standard room per night,80,35,19/12/2018,113000,NSW,NSW,Sydney City,84,64,10,5,5,960,960,0.50,14,1
C_3156,11,B2681,ROOM4,5/01/2019,10/12/2018,24/12/2018,5/01/2019,2,7,12,8400,N,Family room per night,250,33,24/12/2018,102000,ACT,NSW,Sydney City,84,64,10,5,5,3000,5400,0.64,14,1
C_3156,11,B2682,ROOM2,12/05/2019,11/04/2019,25/04/2019,12/05/2019,5,1,17,4420,N,Deluxe room per night,120,33,24/12/2018,102000,ACT,NSW,Sydney City,84,64,10,5,5,2040,2380,0.54,14,1
C_3156,31,B2682,FD4,12/05/2019,11/04/2019,#N/A,#N/A,#N/A,#N/A,12,300,N,Bar and beverage package,10,33,24/12/2018,102000,ACT,QLD,Gold Coast,110,30,30,40,10,120,180,0.60,#N/A,1
C_3156,31,B2681,SPA1,5/01/2019,10/12/2018,#N/A,#N/A,#N/A,#N/A,1,60,N,Deluxe Spa Service,30,33,24/12/2018,102000,ACT,QLD,Gold Coast,110,30,30,40,10,30,30,0.50,#N/A,1
C_3156,31,B2681,FD4,5/01/2019,10/12/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,33,24/12/2018,102000,ACT,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_3156,31,B2681,FD3,5/01/2019,10/12/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,33,24/12/2018,102000,ACT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_3156,31,B2682,FD3,12/05/2019,11/04/2019,#N/A,#N/A,#N/A,#N/A,16,720,N,Dinner,25,33,24/12/2018,102000,ACT,QLD,Gold Coast,110,30,30,40,10,400,320,0.44,#N/A,1
C_3158,31,B1581,ROOM4,18/07/2019,21/06/2019,5/07/2019,18/07/2019,6,5,13,7800,N,Family room per night,250,42,5/07/2019,109000,ACT,QLD,Gold Coast,110,30,30,40,10,3250,4550,0.58,14,1
C_3158,31,B1581,SPA3,18/07/2019,21/06/2019,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,42,5/07/2019,109000,ACT,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_3158,31,B1581,FD4,18/07/2019,21/06/2019,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,42,5/07/2019,109000,ACT,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_3158,31,B1581,FD3,18/07/2019,21/06/2019,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,42,5/07/2019,109000,ACT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_3158,31,B1581,FD2,18/07/2019,21/06/2019,#N/A,#N/A,#N/A,#N/A,10,250,N,Breakfast,15,42,5/07/2019,109000,ACT,QLD,Gold Coast,110,30,30,40,10,150,100,0.40,#N/A,1
C_3163,21,B1679,ROOM4,20/06/2019,29/05/2019,12/06/2019,20/06/2019,4,5,8,5600,N,Family room per night,250,37,12/06/2019,130000,NSW,VIC,Melbourne City,65,40,15,5,5,2000,3600,0.64,14,1
C_3163,31,B1679,FD3,20/06/2019,29/05/2019,#N/A,#N/A,#N/A,#N/A,2,90,N,Dinner,25,37,12/06/2019,130000,NSW,QLD,Gold Coast,110,30,30,40,10,50,40,0.44,#N/A,1
C_3163,31,B1679,FD2,20/06/2019,29/05/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,37,12/06/2019,130000,NSW,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_3173,31,B1596,ROOM1,1/12/2018,2/11/2018,16/11/2018,1/12/2018,6,7,15,2400,N,Standard room per night,80,19,16/11/2018,4000,TAS,QLD,Gold Coast,110,30,30,40,10,1200,1200,0.50,14,1
C_3173,31,B1596,FD2,1/12/2018,2/11/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Breakfast,15,19,16/11/2018,4000,TAS,QLD,Gold Coast,110,30,30,40,10,135,90,0.40,#N/A,1
C_3176,21,B2604,ROOM4,3/10/2018,2/09/2018,16/09/2018,3/10/2018,1,4,17,11900,N,Family room per night,250,27,16/09/2018,94000,ACT,VIC,Melbourne City,65,40,15,5,5,4250,7650,0.64,14,1
C_3176,11,B2605,ROOM4,12/01/2019,21/12/2018,4/01/2019,12/01/2019,6,7,8,5600,N,Family room per night,250,27,16/09/2018,94000,ACT,NSW,Sydney City,84,64,10,5,5,2000,3600,0.64,14,1
C_3176,31,B2606,ROOM2,6/06/2019,14/05/2019,28/05/2019,6/06/2019,3,5,9,2340,N,Deluxe room per night,120,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,1080,1260,0.54,14,1
C_3176,31,B2606,FD3,6/06/2019,14/05/2019,#N/A,#N/A,#N/A,#N/A,4,180,N,Dinner,25,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,100,80,0.44,#N/A,1
C_3176,31,B2604,SPA3,3/10/2018,2/09/2018,#N/A,#N/A,#N/A,#N/A,2,800,N,All Day Spa Service,170,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,340,460,0.58,#N/A,1
C_3176,31,B2604,FD2,3/10/2018,2/09/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Breakfast,15,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,135,90,0.40,#N/A,1
C_3176,31,B2605,FD2,12/01/2019,21/12/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Breakfast,15,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,15,10,0.40,#N/A,1
C_3176,31,B2606,FD2,6/06/2019,14/05/2019,#N/A,#N/A,#N/A,#N/A,9,225,N,Breakfast,15,27,16/09/2018,94000,ACT,QLD,Gold Coast,110,30,30,40,10,135,90,0.40,#N/A,1
C_3177,21,B2260,ROOM1,28/05/2019,11/05/2019,25/05/2019,28/05/2019,7,3,3,480,N,Standard room per night,80,32,25/05/2019,47000,WA,VIC,Melbourne City,65,40,15,5,5,240,240,0.50,14,1
C_3177,11,B2261,ROOM2,29/06/2019,30/05/2019,13/06/2019,29/06/2019,5,7,16,4160,N,Deluxe room per night,120,32,25/05/2019,47000,WA,NSW,Sydney City,84,64,10,5,5,1920,2240,0.54,14,1
C_3177,31,B2260,SPA1,28/05/2019,11/05/2019,#N/A,#N/A,#N/A,#N/A,1,60,N,Deluxe Spa Service,30,32,25/05/2019,47000,WA,QLD,Gold Coast,110,30,30,40,10,30,30,0.50,#N/A,1
C_3177,31,B2261,FD4,29/06/2019,30/05/2019,#N/A,#N/A,#N/A,#N/A,12,300,N,Bar and beverage package,10,32,25/05/2019,47000,WA,QLD,Gold Coast,110,30,30,40,10,120,180,0.60,#N/A,1
C_3177,31,B2260,FD3,28/05/2019,11/05/2019,#N/A,#N/A,#N/A,#N/A,2,90,N,Dinner,25,32,25/05/2019,47000,WA,QLD,Gold Coast,110,30,30,40,10,50,40,0.44,#N/A,1
C_3177,31,B2261,FD3,29/06/2019,30/05/2019,#N/A,#N/A,#N/A,#N/A,12,540,N,Dinner,25,32,25/05/2019,47000,WA,QLD,Gold Coast,110,30,30,40,10,300,240,0.44,#N/A,1
C_3177,31,B2261,FD2,29/06/2019,30/05/2019,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,32,25/05/2019,47000,WA,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_3178,31,B1676,ROOM2,30/09/2018,26/08/2018,9/09/2018,30/09/2018,1,1,21,5460,N,Deluxe room per night,120,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,2520,2940,0.54,14,1
C_3178,21,B1677,ROOM1,15/01/2019,22/12/2018,5/01/2019,15/01/2019,7,3,10,1600,Y,Standard room per night,80,26,9/09/2018,52000,NSW,VIC,Melbourne City,65,40,15,5,5,800,800,0.50,14,1
C_3178,31,B1678,ROOM1,29/03/2019,1/03/2019,15/03/2019,29/03/2019,6,6,14,2240,Y,Standard room per night,80,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,1120,1120,0.50,14,1
C_3178,31,B1678,FD2,29/03/2019,1/03/2019,#N/A,#N/A,#N/A,#N/A,12,300,N,Breakfast,15,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,180,120,0.40,#N/A,1
C_3178,31,B1676,FD2,30/09/2018,26/08/2018,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_3178,31,B1676,FD3,30/09/2018,26/08/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_3178,31,B1677,FD2,15/01/2019,22/12/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,26,9/09/2018,52000,NSW,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_3185,11,B2318,ROOM1,26/06/2019,26/05/2019,9/06/2019,26/06/2019,1,4,17,2720,Y,Standard room per night,80,33,9/06/2019,107000,NT,NSW,Sydney City,84,64,10,5,5,1360,1360,0.50,14,1
C_3185,31,B2318,FD4,26/06/2019,26/05/2019,#N/A,#N/A,#N/A,#N/A,17,425,N,Bar and beverage package,10,33,9/06/2019,107000,NT,QLD,Gold Coast,110,30,30,40,10,170,255,0.60,#N/A,1
C_3185,31,B2318,FD2,26/06/2019,26/05/2019,#N/A,#N/A,#N/A,#N/A,17,425,N,Breakfast,15,33,9/06/2019,107000,NT,QLD,Gold Coast,110,30,30,40,10,255,170,0.40,#N/A,1
C_3186,21,B1802,ROOM1,23/12/2018,5/12/2018,19/12/2018,23/12/2018,4,1,4,640,N,Standard room per night,80,51,19/12/2018,78000,TAS,VIC,Melbourne City,65,40,15,5,5,320,320,0.50,14,1
C_3186,21,B1803,ROOM4,11/03/2019,5/02/2019,19/02/2019,11/03/2019,3,2,20,14000,N,Family room per night,250,51,19/12/2018,78000,TAS,VIC,Melbourne City,65,40,15,5,5,5000,9000,0.64,14,1
